numXbins 34
numYbins 34
xbin  ybin  z
4  19  0.00000000000000000e+00
4  20  0.00000000000000000e+00
4  21  0.00000000000000000e+00
4  22  0.00000000000000000e+00
4  23  0.00000000000000000e+00
4  24  0.00000000000000000e+00
4  25  0.00000000000000000e+00
4  26  0.00000000000000000e+00
4  27  0.00000000000000000e+00
4  28  0.00000000000000000e+00
4  29  0.00000000000000000e+00
4  30  0.00000000000000000e+00
4  31  0.00000000000000000e+00
4  32  0.00000000000000000e+00
4  33  0.00000000000000000e+00
5  0  -3.33576170657277904e-01
5  1  1.84010059452877239e-01
5  2  1.70043658797422170e-01
5  3  -2.77482424420299634e-01
5  4  -1.19546945438429253e-01
5  5  6.31610693553163904e-01
5  6  6.72841670118565771e-02
5  7  1.07923229944821231e-01
5  8  1.35523027124594020e-01
5  9  -7.13778441817818909e-02
5  10  1.80728246882943588e-01
5  11  0.00000000000000000e+00
5  12  0.00000000000000000e+00
5  13  0.00000000000000000e+00
5  14  0.00000000000000000e+00
5  15  0.00000000000000000e+00
5  16  0.00000000000000000e+00
5  17  0.00000000000000000e+00
5  18  0.00000000000000000e+00
5  19  0.00000000000000000e+00
5  20  0.00000000000000000e+00
5  21  0.00000000000000000e+00
5  22  0.00000000000000000e+00
5  23  0.00000000000000000e+00
5  24  0.00000000000000000e+00
5  25  0.00000000000000000e+00
5  26  0.00000000000000000e+00
5  27  0.00000000000000000e+00
5  28  0.00000000000000000e+00
5  29  0.00000000000000000e+00
5  30  0.00000000000000000e+00
5  31  0.00000000000000000e+00
5  32  0.00000000000000000e+00
5  33  0.00000000000000000e+00
6  0  -2.22855661211380091e-01
6  1  1.13112864406366836e-01
6  2  8.80452774324835263e-02
6  3  -2.13897569702850232e-01
6  4  -7.63926545306329308e-02
6  5  -3.73066434581462714e-02
6  6  7.19824092041168928e-01
6  7  2.07850911210556155e-01
6  8  1.97737344066306608e-03
6  9  2.41283294154799322e-02
6  10  9.90031893529492724e-02
6  11  0.00000000000000000e+00
6  12  0.00000000000000000e+00
6  13  0.00000000000000000e+00
6  14  0.00000000000000000e+00
6  15  0.00000000000000000e+00
6  16  0.00000000000000000e+00
6  17  0.00000000000000000e+00
6  18  0.00000000000000000e+00
6  19  0.00000000000000000e+00
6  20  0.00000000000000000e+00
6  21  0.00000000000000000e+00
6  22  0.00000000000000000e+00
6  23  0.00000000000000000e+00
6  24  0.00000000000000000e+00
6  25  0.00000000000000000e+00
6  26  0.00000000000000000e+00
6  27  0.00000000000000000e+00
6  28  0.00000000000000000e+00
6  29  0.00000000000000000e+00
6  30  0.00000000000000000e+00
6  31  0.00000000000000000e+00
6  32  0.00000000000000000e+00
6  33  0.00000000000000000e+00
7  0  -1.87495477618348394e-01
7  1  6.42588465784804386e-02
7  2  1.04816761782634826e-01
7  3  -6.11460971615311391e-02
7  4  -1.89214940079301230e-01
7  5  -3.23268138883971989e-02
7  6  1.87241104911938738e-01
7  7  6.34129862700945179e-01
7  8  7.89920436192235176e-02
7  9  1.89939723912408653e-01
7  10  -1.17327518857486490e-01
7  11  0.00000000000000000e+00
7  12  0.00000000000000000e+00
7  13  0.00000000000000000e+00
7  14  0.00000000000000000e+00
7  15  0.00000000000000000e+00
7  16  0.00000000000000000e+00
7  17  0.00000000000000000e+00
7  18  0.00000000000000000e+00
7  19  0.00000000000000000e+00
7  20  0.00000000000000000e+00
7  21  0.00000000000000000e+00
7  22  0.00000000000000000e+00
7  23  0.00000000000000000e+00
7  24  0.00000000000000000e+00
7  25  0.00000000000000000e+00
7  26  0.00000000000000000e+00
7  27  0.00000000000000000e+00
7  28  0.00000000000000000e+00
7  29  0.00000000000000000e+00
7  30  0.00000000000000000e+00
7  31  0.00000000000000000e+00
7  32  0.00000000000000000e+00
7  33  0.00000000000000000e+00
8  0  -2.41944553729686401e-01
8  1  1.32866210686203301e-01
8  2  2.53427421974398492e-01
8  3  -2.59371779344098052e-01
8  4  -2.39604244352062956e-02
8  5  -1.40102475946424221e-02
8  6  -1.89906119926372408e-02
8  7  6.31875588442866037e-02
8  8  7.07762494787092966e-01
8  9  2.36723752292320344e-01
8  10  -1.01231485076127004e-01
8  11  0.00000000000000000e+00
8  12  0.00000000000000000e+00
8  13  0.00000000000000000e+00
8  14  0.00000000000000000e+00
8  15  0.00000000000000000e+00
8  16  0.00000000000000000e+00
8  17  0.00000000000000000e+00
8  18  0.00000000000000000e+00
8  19  0.00000000000000000e+00
8  20  0.00000000000000000e+00
8  21  0.00000000000000000e+00
8  22  0.00000000000000000e+00
8  23  0.00000000000000000e+00
8  24  0.00000000000000000e+00
8  25  0.00000000000000000e+00
8  26  0.00000000000000000e+00
8  27  0.00000000000000000e+00
8  28  0.00000000000000000e+00
8  29  0.00000000000000000e+00
8  30  0.00000000000000000e+00
8  31  0.00000000000000000e+00
8  32  0.00000000000000000e+00
8  33  0.00000000000000000e+00
9  0  -1.42449205386483868e-01
9  1  4.40178291937757815e-02
9  2  1.45707430288366052e-01
9  3  -4.76133346778526215e-02
9  4  -1.19656859502549791e-02
9  5  -1.26121711651081048e-01
9  6  -1.46620050347223974e-02
9  7  4.40010359769375664e-02
9  8  1.65830066856770153e-01
9  9  6.25767169330006423e-01
9  10  1.48380560393558847e-01
9  11  0.00000000000000000e+00
9  12  0.00000000000000000e+00
9  13  0.00000000000000000e+00
9  14  0.00000000000000000e+00
9  15  0.00000000000000000e+00
9  16  0.00000000000000000e+00
9  17  0.00000000000000000e+00
9  18  0.00000000000000000e+00
9  19  0.00000000000000000e+00
9  20  0.00000000000000000e+00
9  21  0.00000000000000000e+00
9  22  0.00000000000000000e+00
9  23  0.00000000000000000e+00
9  24  0.00000000000000000e+00
9  25  0.00000000000000000e+00
9  26  0.00000000000000000e+00
9  27  0.00000000000000000e+00
9  28  0.00000000000000000e+00
9  29  0.00000000000000000e+00
9  30  0.00000000000000000e+00
9  31  0.00000000000000000e+00
9  32  0.00000000000000000e+00
9  33  0.00000000000000000e+00
10  0  -5.80286207143549532e-02
10  1  8.58398810535833390e-02
10  2  3.48779468654908595e-02
10  3  -1.10096659137727676e-01
10  4  -3.81817709457498086e-02
10  5  5.72394125519901653e-02
10  6  5.99718228228594691e-02
10  7  -9.42128530074289455e-02
10  8  -3.38429724157779249e-02
10  9  2.01546501184521887e-01
10  10  6.20666772824207125e-01
10  11  0.00000000000000000e+00
10  12  0.00000000000000000e+00
10  13  0.00000000000000000e+00
10  14  0.00000000000000000e+00
10  15  0.00000000000000000e+00
10  16  0.00000000000000000e+00
10  17  0.00000000000000000e+00
10  18  0.00000000000000000e+00
10  19  0.00000000000000000e+00
10  20  0.00000000000000000e+00
10  21  0.00000000000000000e+00
10  22  0.00000000000000000e+00
10  23  0.00000000000000000e+00
10  24  0.00000000000000000e+00
10  25  0.00000000000000000e+00
10  26  0.00000000000000000e+00
10  27  0.00000000000000000e+00
10  28  0.00000000000000000e+00
10  29  0.00000000000000000e+00
10  30  0.00000000000000000e+00
10  31  0.00000000000000000e+00
10  32  0.00000000000000000e+00
10  33  0.00000000000000000e+00
11  0  0.00000000000000000e+00
11  1  0.00000000000000000e+00
11  2  0.00000000000000000e+00
11  3  0.00000000000000000e+00
11  4  0.00000000000000000e+00
11  5  0.00000000000000000e+00
11  6  0.00000000000000000e+00
11  7  0.00000000000000000e+00
11  8  0.00000000000000000e+00
11  9  0.00000000000000000e+00
11  10  0.00000000000000000e+00
11  11  2.28304025968642299e-01
11  12  1.11370843543791231e-01
11  13  1.43622885679587531e-01
11  14  -1.05893262663367793e-01
11  15  9.80390085255495314e-02
11  16  0.00000000000000000e+00
11  17  0.00000000000000000e+00
11  18  0.00000000000000000e+00
11  19  0.00000000000000000e+00
11  20  0.00000000000000000e+00
11  21  0.00000000000000000e+00
11  22  0.00000000000000000e+00
11  23  0.00000000000000000e+00
11  24  0.00000000000000000e+00
11  25  0.00000000000000000e+00
11  26  0.00000000000000000e+00
11  27  0.00000000000000000e+00
11  28  0.00000000000000000e+00
11  29  0.00000000000000000e+00
11  30  0.00000000000000000e+00
11  31  0.00000000000000000e+00
11  32  0.00000000000000000e+00
11  33  0.00000000000000000e+00
12  0  0.00000000000000000e+00
12  1  0.00000000000000000e+00
12  2  0.00000000000000000e+00
12  3  0.00000000000000000e+00
12  4  0.00000000000000000e+00
12  5  0.00000000000000000e+00
12  6  0.00000000000000000e+00
12  7  0.00000000000000000e+00
12  8  0.00000000000000000e+00
12  9  0.00000000000000000e+00
12  10  0.00000000000000000e+00
12  11  -2.12229013864103783e-01
12  12  4.45995380544066844e-01
12  13  1.48589708431932116e-01
12  14  2.71191564722468192e-01
12  15  -3.51680893091699254e-02
12  16  0.00000000000000000e+00
12  17  0.00000000000000000e+00
12  18  0.00000000000000000e+00
12  19  0.00000000000000000e+00
12  20  0.00000000000000000e+00
12  21  0.00000000000000000e+00
12  22  0.00000000000000000e+00
12  23  0.00000000000000000e+00
12  24  0.00000000000000000e+00
12  25  0.00000000000000000e+00
12  26  0.00000000000000000e+00
12  27  0.00000000000000000e+00
12  28  0.00000000000000000e+00
12  29  0.00000000000000000e+00
12  30  0.00000000000000000e+00
12  31  0.00000000000000000e+00
12  32  0.00000000000000000e+00
12  33  0.00000000000000000e+00
13  0  0.00000000000000000e+00
13  1  0.00000000000000000e+00
13  2  0.00000000000000000e+00
13  3  0.00000000000000000e+00
13  4  0.00000000000000000e+00
13  5  0.00000000000000000e+00
13  6  0.00000000000000000e+00
13  7  0.00000000000000000e+00
13  8  0.00000000000000000e+00
13  9  0.00000000000000000e+00
13  10  0.00000000000000000e+00
13  11  -3.18137516696574363e-01
13  12  2.12471354976254689e-02
13  13  9.46906738382756741e-01
13  14  -2.20635715891939199e-02
13  15  4.52517182973651844e-02
13  16  0.00000000000000000e+00
13  17  0.00000000000000000e+00
13  18  0.00000000000000000e+00
13  19  0.00000000000000000e+00
13  20  0.00000000000000000e+00
13  21  0.00000000000000000e+00
13  22  0.00000000000000000e+00
13  23  0.00000000000000000e+00
13  24  0.00000000000000000e+00
13  25  0.00000000000000000e+00
13  26  0.00000000000000000e+00
13  27  0.00000000000000000e+00
13  28  0.00000000000000000e+00
13  29  0.00000000000000000e+00
13  30  0.00000000000000000e+00
13  31  0.00000000000000000e+00
13  32  0.00000000000000000e+00
13  33  0.00000000000000000e+00
14  0  0.00000000000000000e+00
14  1  0.00000000000000000e+00
14  2  0.00000000000000000e+00
14  3  0.00000000000000000e+00
14  4  0.00000000000000000e+00
14  5  0.00000000000000000e+00
14  6  0.00000000000000000e+00
14  7  0.00000000000000000e+00
14  8  0.00000000000000000e+00
14  9  0.00000000000000000e+00
14  10  0.00000000000000000e+00
14  11  -4.19079196776700580e-01
14  12  3.89849097649664467e-01
14  13  -7.68103548727615271e-03
14  14  6.49203930469232970e-01
14  15  1.13482832391063604e-01
14  16  0.00000000000000000e+00
14  17  0.00000000000000000e+00
14  18  0.00000000000000000e+00
14  19  0.00000000000000000e+00
14  20  0.00000000000000000e+00
14  21  0.00000000000000000e+00
14  22  0.00000000000000000e+00
14  23  0.00000000000000000e+00
14  24  0.00000000000000000e+00
14  25  0.00000000000000000e+00
14  26  0.00000000000000000e+00
14  27  0.00000000000000000e+00
14  28  0.00000000000000000e+00
14  29  0.00000000000000000e+00
14  30  0.00000000000000000e+00
14  31  0.00000000000000000e+00
14  32  0.00000000000000000e+00
14  33  0.00000000000000000e+00
15  0  0.00000000000000000e+00
15  1  0.00000000000000000e+00
15  2  0.00000000000000000e+00
15  3  0.00000000000000000e+00
15  4  0.00000000000000000e+00
15  5  0.00000000000000000e+00
15  6  0.00000000000000000e+00
15  7  0.00000000000000000e+00
15  8  0.00000000000000000e+00
15  9  0.00000000000000000e+00
15  10  0.00000000000000000e+00
15  11  -1.42936049470990700e-01
15  12  8.81110961042050611e-02
15  13  2.25382901278037284e-03
15  14  -4.44195961606761724e-02
15  15  9.19757069275347172e-01
15  16  0.00000000000000000e+00
15  17  0.00000000000000000e+00
15  18  0.00000000000000000e+00
15  19  0.00000000000000000e+00
15  20  0.00000000000000000e+00
15  21  0.00000000000000000e+00
15  22  0.00000000000000000e+00
15  23  0.00000000000000000e+00
15  24  0.00000000000000000e+00
15  25  0.00000000000000000e+00
15  26  0.00000000000000000e+00
15  27  0.00000000000000000e+00
15  28  0.00000000000000000e+00
15  29  0.00000000000000000e+00
15  30  0.00000000000000000e+00
15  31  0.00000000000000000e+00
15  32  0.00000000000000000e+00
15  33  0.00000000000000000e+00
16  0  0.00000000000000000e+00
16  1  0.00000000000000000e+00
16  2  0.00000000000000000e+00
16  3  0.00000000000000000e+00
16  4  0.00000000000000000e+00
16  5  0.00000000000000000e+00
16  6  0.00000000000000000e+00
16  7  0.00000000000000000e+00
16  8  0.00000000000000000e+00
16  9  0.00000000000000000e+00
16  10  0.00000000000000000e+00
16  11  0.00000000000000000e+00
16  12  0.00000000000000000e+00
16  13  0.00000000000000000e+00
16  14  0.00000000000000000e+00
16  15  0.00000000000000000e+00
16  16  7.13901858457893668e-01
16  17  2.57711890510489150e-01
16  18  -1.29732351863208750e-01
16  19  1.47125083935717882e-01
16  20  -1.06595546412801556e-01
16  21  -8.76655908993141386e-02
16  22  -4.96297231265130367e-02
16  23  0.00000000000000000e+00
16  24  0.00000000000000000e+00
16  25  0.00000000000000000e+00
16  26  0.00000000000000000e+00
16  27  0.00000000000000000e+00
16  28  0.00000000000000000e+00
16  29  0.00000000000000000e+00
16  30  0.00000000000000000e+00
16  31  0.00000000000000000e+00
16  32  0.00000000000000000e+00
16  33  0.00000000000000000e+00
17  0  0.00000000000000000e+00
17  1  0.00000000000000000e+00
17  2  0.00000000000000000e+00
17  3  0.00000000000000000e+00
17  4  0.00000000000000000e+00
17  5  0.00000000000000000e+00
17  6  0.00000000000000000e+00
17  7  0.00000000000000000e+00
17  8  0.00000000000000000e+00
17  9  0.00000000000000000e+00
17  10  0.00000000000000000e+00
17  11  0.00000000000000000e+00
17  12  0.00000000000000000e+00
17  13  0.00000000000000000e+00
17  14  0.00000000000000000e+00
17  15  0.00000000000000000e+00
17  16  1.12336476366267285e-01
17  17  6.61477020711470298e-01
17  18  8.04431334352306848e-02
17  19  1.47673371941514309e-01
17  20  -1.23006122221579917e-01
17  21  -9.78018921537358032e-02
17  22  4.12690632708870853e-02
17  23  0.00000000000000000e+00
17  24  0.00000000000000000e+00
17  25  0.00000000000000000e+00
17  26  0.00000000000000000e+00
17  27  0.00000000000000000e+00
17  28  0.00000000000000000e+00
17  29  0.00000000000000000e+00
17  30  0.00000000000000000e+00
17  31  0.00000000000000000e+00
17  32  0.00000000000000000e+00
17  33  0.00000000000000000e+00
18  0  0.00000000000000000e+00
18  1  0.00000000000000000e+00
18  2  0.00000000000000000e+00
18  3  0.00000000000000000e+00
18  4  0.00000000000000000e+00
18  5  0.00000000000000000e+00
18  6  0.00000000000000000e+00
18  7  0.00000000000000000e+00
18  8  0.00000000000000000e+00
18  9  0.00000000000000000e+00
18  10  0.00000000000000000e+00
18  11  0.00000000000000000e+00
18  12  0.00000000000000000e+00
18  13  0.00000000000000000e+00
18  14  0.00000000000000000e+00
18  15  0.00000000000000000e+00
18  16  -8.54637755243781716e-02
18  17  1.47032252488592724e-01
18  18  6.78757043813633110e-01
18  19  2.83392629487554837e-01
18  20  -1.83662281454673559e-01
18  21  2.99793790744273814e-02
18  22  -6.71149599589320189e-02
18  23  0.00000000000000000e+00
18  24  0.00000000000000000e+00
18  25  0.00000000000000000e+00
18  26  0.00000000000000000e+00
18  27  0.00000000000000000e+00
18  28  0.00000000000000000e+00
18  29  0.00000000000000000e+00
18  30  0.00000000000000000e+00
18  31  0.00000000000000000e+00
18  32  0.00000000000000000e+00
18  33  0.00000000000000000e+00
19  0  0.00000000000000000e+00
19  1  0.00000000000000000e+00
19  2  0.00000000000000000e+00
19  3  0.00000000000000000e+00
19  4  0.00000000000000000e+00
19  5  0.00000000000000000e+00
19  6  0.00000000000000000e+00
19  7  0.00000000000000000e+00
19  8  0.00000000000000000e+00
19  9  0.00000000000000000e+00
19  10  0.00000000000000000e+00
19  11  0.00000000000000000e+00
19  12  0.00000000000000000e+00
19  13  0.00000000000000000e+00
19  14  0.00000000000000000e+00
19  15  0.00000000000000000e+00
19  16  -7.30885421165839988e-02
19  17  2.07259093456781882e-02
19  18  7.88021997203414426e-02
19  19  9.14060583146035444e-01
19  20  -9.21153598948980523e-02
19  21  7.78474000925815091e-02
19  22  -1.31059332944277074e-01
19  23  0.00000000000000000e+00
19  24  0.00000000000000000e+00
19  25  0.00000000000000000e+00
19  26  0.00000000000000000e+00
19  27  0.00000000000000000e+00
19  28  0.00000000000000000e+00
19  29  0.00000000000000000e+00
19  30  0.00000000000000000e+00
19  31  0.00000000000000000e+00
19  32  0.00000000000000000e+00
19  33  0.00000000000000000e+00
20  0  0.00000000000000000e+00
20  1  0.00000000000000000e+00
20  2  0.00000000000000000e+00
20  3  0.00000000000000000e+00
20  4  0.00000000000000000e+00
20  5  0.00000000000000000e+00
20  6  0.00000000000000000e+00
20  7  0.00000000000000000e+00
20  8  0.00000000000000000e+00
20  9  0.00000000000000000e+00
20  10  0.00000000000000000e+00
20  11  0.00000000000000000e+00
20  12  0.00000000000000000e+00
20  13  0.00000000000000000e+00
20  14  0.00000000000000000e+00
20  15  0.00000000000000000e+00
20  16  -6.01650207029933576e-02
20  17  2.95905357430070806e-02
20  18  -2.62039482605092092e-02
20  19  4.46211363696173091e-01
20  20  4.54743356961499368e-01
20  21  -1.95467663370506139e-01
20  22  3.87633717964089852e-02
20  23  0.00000000000000000e+00
20  24  0.00000000000000000e+00
20  25  0.00000000000000000e+00
20  26  0.00000000000000000e+00
20  27  0.00000000000000000e+00
20  28  0.00000000000000000e+00
20  29  0.00000000000000000e+00
20  30  0.00000000000000000e+00
20  31  0.00000000000000000e+00
20  32  0.00000000000000000e+00
20  33  0.00000000000000000e+00
21  0  0.00000000000000000e+00
21  1  0.00000000000000000e+00
21  2  0.00000000000000000e+00
21  3  0.00000000000000000e+00
21  4  0.00000000000000000e+00
21  5  0.00000000000000000e+00
21  6  0.00000000000000000e+00
21  7  0.00000000000000000e+00
21  8  0.00000000000000000e+00
21  9  0.00000000000000000e+00
